job_title,company_size,ai_adoption_level,automation_risk,salary_usd,remote_friendly,job_growth_projection,industry_Energy,industry_Entertainment,industry_Finance,industry_Healthcare,industry_Manufacturing,industry_Retail,industry_Technology,industry_Telecommunications,industry_Transportation,location_Dubai,location_London,location_New York,location_Paris,location_San Francisco,location_Singapore,location_Sydney,location_Tokyo,location_Toronto,skill_javascript,skill_python,skill_sales,skill_marketing,skill_data_analysis,skill_ux/ui_design,skill_project_management,skill_communication,skill_machine_learning,skill_cybersecurity
UX Designer,Small,Low,Medium,53276.51071135004,Yes,Stable,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0
UX Designer,Large,Low,High,121894.68014633832,No,Growth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,0,0,0,0,0,0,0,0
Software Engineer,Small,High,High,77222.76944111254,Yes,Decline,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
HR Manager,Medium,Medium,High,85555.90674154198,Yes,Stable,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Operations Manager,Medium,Medium,High,41810.51357563419,No,Growth,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,1,0,0,0,0,0,0,0
Cybersecurity Analyst,Large,High,High,121897.10697396414,No,Decline,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0
Marketing Specialist,Medium,High,Medium,80669.00136531888,No,Decline,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,1,0,0,0,0,0,0
UX Designer,Small,Low,Medium,91969.25634148406,No,Stable,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Sales Manager,Medium,Low,Medium,112414.74889633304,No,Stable,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0
Software Engineer,Small,High,Medium,76473.91590566748,Yes,Decline,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,1,0,0,0,0,0,0
AI Researcher,Small,Medium,Low,109264.89974773087,No,Decline,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,0
Marketing Specialist,Medium,Low,Medium,48773.49088117717,No,Stable,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,0,0,0,0,0
Operations Manager,Large,Low,High,101019.73315142626,No,Decline,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Sales Manager,Medium,Medium,High,121444.84333039304,Yes,Stable,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,1,0,0,0,0,0
Operations Manager,Small,Low,Medium,78391.66305563941,No,Decline,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0
Marketing Specialist,Small,Medium,High,112377.63240596798,No,Stable,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,1,0,0,0,0,0,0,0,0
UX Designer,Medium,Medium,Medium,126678.45304387566,No,Growth,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0
Sales Manager,Large,Medium,High,84903.16323891962,Yes,Stable,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,1,0,0,0,0,0,0,0,0
Operations Manager,Large,High,Low,83249.43428300279,No,Stable,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0
AI Researcher,Small,High,Low,72034.12508335392,No,Growth,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,0
HR Manager,Small,High,Medium,79805.39689629733,No,Decline,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0
Data Scientist,Large,Medium,Medium,73692.80219454759,Yes,Growth,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0
HR Manager,Medium,Medium,Medium,72017.77803145545,No,Stable,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0
Marketing Specialist,Small,High,High,113976.70593422712,No,Decline,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
Software Engineer,Small,Low,Medium,74201.47949423481,No,Growth,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0,0,1,0,0,0,0,0,0
Data Scientist,Large,Medium,Low,95170.43829439246,Yes,Decline,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1
Cybersecurity Analyst,Medium,Low,High,90764.66870432477,No,Decline,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0
AI Researcher,Large,Low,Medium,119961.89125142244,No,Growth,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,1
Cybersecurity Analyst,Medium,Medium,High,79936.87535889974,No,Decline,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0
Sales Manager,Medium,Medium,High,97622.96093308643,Yes,Growth,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,0,1,0,0,0,0,0,0,0
Data Scientist,Medium,Low,Medium,105821.3940455222,Yes,Stable,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0
Cybersecurity Analyst,Small,Low,High,119794.99214641162,No,Decline,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0
Cybersecurity Analyst,Large,High,Low,79644.93309909466,Yes,Stable,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0
Operations Manager,Large,High,Low,77642.1506253524,Yes,Stable,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1,0,0,0,0,0,0,0,0
HR Manager,Medium,Medium,High,68764.37892079895,Yes,Decline,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0
